score,preferred,last_name,first_name,researcher_id
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Castro,Emma,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Wang,Haidong,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Ribeiro,Antonio Luiz P,ur.0727731754.29
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Collins,James K,ur.013010347361.78
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Malta,Deborah Carvalho,ur.01011613642.30
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",O'Brien,Edward G,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Abbafati,Cristiana,ur.011606002626.99
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Amlag,Joanne O,ur.010564445140.83
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Santomauro,Damian Francesco,ur.01212734545.84
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Chakrabarti,Suman,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Sholokhov,Aleksei,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Walker,Ally,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Bertolacci,Gregory J,ur.07522010213.53
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Ferrari,Alize J,ur.0760121476.27
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Nomura,Shuhei,ur.0614603360.41
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Barber,Ryan M,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Lim,Stephen S,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Lazzar-Atwood,Alice,ur.012764103213.95
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Collaborators,COVID-19 Excess Mortality,ur.015650654724.76
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Cooperrider,Kimberly,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Mokdad,Ali H,ur.01004203213.05
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Topor-Madry,Roman,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Helak,Monika,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Lotufo,Paulo A,ur.01057113165.47
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Carter,Austin,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Fedosseeva,Tatiana,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Murray,Christopher J L,ur.012310237337.47
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Zigler,Bethany,ur.012462037440.98
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Alam,Tahiya,ur.015716244537.16
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Bang-Jensen,Bree,ur.013111757755.03
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Linebarger,Emily,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Bloom,Sabina S,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Magistro,Beatrice,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Pease,Spencer A,ur.012003131743.21
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",LeGrand,Kate E,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Frostad,Joseph Jon,ur.012240745161.45
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Misganaw,Awoke Temesgen,ur.011220276650.32
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Dapper,Carolyn,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Naghavi,Mohsen,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Ostroff,Samuel M,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Erickson,Megan,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Sheena,Brittney S,ur.014542607561.83
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Mirkuzie,Alemnesh H,ur.01164313400.46
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Gakidou,Emmanuela,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Pigott,David M,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",He,Jiawei,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Huntley,Bethany M,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Ewald,Samuel B,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Duncan,Bruce B,ur.01063570142.27
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Spurlock,Emma Elizabeth,ur.014424215133.01
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Marinho,Fatima,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Reinke,Grace,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Schmidt,Maria Inês,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Zheng,Peng,
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Hulland,Erin N,ur.012127730655.85
12571,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21",Skhvitaridze,Natia,ur.0725737155.17
12525,"Outbreak Associated with SARS-CoV-2 B.1.617.2 (Delta) Variant in an Elementary School — Marin County, California, May–June 2021",Duncan,Lael,ur.010172417074.86
12525,"Outbreak Associated with SARS-CoV-2 B.1.617.2 (Delta) Variant in an Elementary School — Marin County, California, May–June 2021",Santora,Lisa,
12525,"Outbreak Associated with SARS-CoV-2 B.1.617.2 (Delta) Variant in an Elementary School — Marin County, California, May–June 2021",Lam-Hine,Tracy,ur.016510157652.56
12525,"Outbreak Associated with SARS-CoV-2 B.1.617.2 (Delta) Variant in an Elementary School — Marin County, California, May–June 2021",Corbett-Detig,Russell,ur.01040473735.39
12525,"Outbreak Associated with SARS-CoV-2 B.1.617.2 (Delta) Variant in an Elementary School — Marin County, California, May–June 2021",Willis,Matthew,ur.01261325350.20
12525,"Outbreak Associated with SARS-CoV-2 B.1.617.2 (Delta) Variant in an Elementary School — Marin County, California, May–June 2021",McCurdy,Stephen A.,ur.01231223077.65
12525,"Outbreak Associated with SARS-CoV-2 B.1.617.2 (Delta) Variant in an Elementary School — Marin County, California, May–June 2021",Kapusinszky,Beatrix,ur.0742702744.32
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Cao,Bin,ur.0641123655.02
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Du,Ronghui,ur.01315007443.03
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Zhou,Fei,ur.0660664046.17
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Yu,Ting,ur.015434422625.35
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Xiang,Jie,ur.015342143401.07
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Zhang,Yi,ur.015173541671.41
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Song,Bin,ur.016520367471.42
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Liu,Zhibo,ur.014330046071.14
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Wang,Yeming,ur.016672650674.30
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Tu,Shengjin,ur.014376161271.49
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Xu,Jiuyang,ur.013600600671.13
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Gu,Xiaoying,ur.01323674617.33
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Li,Hui,ur.01237377613.47
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Guan,Lulu,ur.010612676671.49
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Wei,Yuan,ur.011410257271.24
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Wu,Xudong,ur.013003220271.51
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Liu,Ying,ur.011711346717.61
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Fan,Guohui,ur.014755044646.73
12523,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",Chen,Hua,ur.015771122271.42
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Dormitzer,Philip R.,ur.01124563153.82
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Bailey,Ruth,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Lockhart,Stephen,ur.01155017074.41
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Thomas,Stephen J.,ur.01250631625.48
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Liberator,Paul,ur.01135672564.57
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Roychoudhury,Satrajit,ur.01075070035.40
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Absalon,Judith,ur.0726712623.28
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Zerbini,Cristiano,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Swanson,Kena A.,ur.0720727651.67
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Cooper,David,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Polack,Fernando P.,ur.0705247414.83
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Nell,Haylene,ur.01051056763.52
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Group,C4591001 Clinical Trial,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Tresnan,Dina B.,ur.011115233157.53
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Jansen,Kathrin U.,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Gurtman,Alejandra,ur.0766540106.68
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Kalina,Warren V.,ur.0577211724.06
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Gruber,William C.,ur.0735756071.23
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Frenck,Robert W.,ur.01157665701.10
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Şahin,Uğur,ur.0657734236.08
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Koury,Kenneth,ur.01252412675.84
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Yang,Qi,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Perez,John L.,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Mather,Susan,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Schaefer,Axel,ur.015457303071.05
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Moreira,Edson D.,ur.016320742232.37
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Xu,Xia,
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Bouguermouh,Salim,ur.01264006673.59
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Türeci,Özlem,ur.01237100335.34
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Kitchin,Nicholas,ur.01343436707.36
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Ünal,Serhat,ur.01115453237.24
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Marc,Gonzalo Pérez,ur.014603713133.90
12323,Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine,Hammitt,Laura L.,
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Liu,Lei,ur.01041525526.29
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Jiang,Yujing,
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Wei,Jinli,ur.016345352071.21
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Xu,Zhixiang,ur.07456645400.96
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Liu,Yingxia,ur.0665250005.15
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Yang,Minghui,ur.01143233707.33
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Zhao,Fang,
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Xiao,Haixia,ur.0706573560.72
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Liu,Dongjing,ur.012664435561.15
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Yuan,Jing,ur.01001476405.17
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Yang,Yang,ur.01322656721.17
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Peng,Ling,ur.01037027174.72
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Qu,Jiuxin,ur.01014627374.19
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Li,Jinxiu,ur.01114025171.91
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Xing,Li,ur.07403155541.25
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Chen,Li,ur.011236726534.85
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Wang,Zhaoqin,ur.014170563271.59
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Li,Yanjie,ur.012624612415.09
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Zheng,Haixia,ur.011775126657.84
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Wang,Fuxiang,ur.0723435536.66
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Qing,Ling,ur.015467622001.14
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Huang,Kun,ur.015474371342.03
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Shen,Chenguang,ur.0775151634.79
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Chen,Feng,
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Yang,Yan,
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Zhang,Zheng,ur.01264275476.71
12291,Treatment of 5 Critically Ill Patients With COVID-19 With Convalescent Plasma,Li,Delin,ur.011761116615.81
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Chen,Juan,ur.01242532114.18
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Huang,Ai-Long,ur.01163316712.45
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Deng,Hai-Jun,ur.01177345206.59
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Wu,Bo,ur.016211012173.40
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Su,Kun,ur.014020470573.76
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Xu,Wei,ur.016044066747.48
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Gong,Jiang,
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Hu,Jie-Li,ur.01142525355.23
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Zhang,Fan,
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Yuan,Jun,ur.015757655551.70
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Liu,Xia-Mao,ur.016441007551.50
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Lv,Fa-Jin,ur.0600271705.30
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Long,Quan-Xin,ur.01164516071.99
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Li,Jin-Jing,
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Shi,Qiu-Lin,
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Tang,Xiao-Jun,ur.011431300205.46
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Li,Qin,
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Zhang,Yong,ur.011644743257.36
12194,Clinical and immunological assessment of asymptomatic SARS-CoV-2 infections,Qiu,Jing-Fu,ur.0626445711.32
12172,Face masks: what the data say,Peeples,Lynne,
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Dionne,Audrey,
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Senussi,Yasmeen,ur.014477150731.13
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Arditi,Moshe,ur.0654651335.30
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Walt,David R.,ur.01126017715.90
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Swank,Zoe,ur.0677367177.87
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Burns,Madeleine D.,ur.011314020421.12
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Davis,Jameson P.,ur.012467762705.01
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Fasano,Alessio,ur.01007715271.18
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Novak,Tanya,ur.010072206415.33
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Randolph,Adrienne G.,ur.01042045326.26
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Burgess,Eleanor,ur.014432125442.29
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Bartsch,Yannic C.,ur.0706564236.09
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Cheng,Chi-An,ur.012330742504.28
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Yonker,Lael M.,ur.01315443731.68
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Loiselle,Maggie,ur.012151244651.15
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Boribong,Brittany P.,ur.011100165500.52
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Julg,Boris,ur.0776011377.87
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Alter,Galit,ur.01216077501.34
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Lahoud-Rahme,Manuella,ur.01040037067.92
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Balaguru,Duraisamy,ur.01063655370.65
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Kane,Abigail,ur.016554333642.81
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Edlow,Andrea G.,ur.0723176517.18
12116,Circulating Spike Protein Detected in Post–COVID-19 mRNA Vaccine Myocarditis,Chou,Janet,ur.01133462632.56
11997,Household Transmission of SARS-CoV-2,Yang,Yang,ur.0755311740.38
11997,Household Transmission of SARS-CoV-2,Madewell,Zachary J.,ur.010413677113.52
11997,Household Transmission of SARS-CoV-2,Longini,Ira M.,ur.0642222407.69
11997,Household Transmission of SARS-CoV-2,Halloran,M. Elizabeth,ur.01207126007.09
11997,Household Transmission of SARS-CoV-2,Dean,Natalie E.,ur.0763377255.09
11975,Persistent Symptoms in Patients After Acute COVID-19,Bernabei,Roberto,ur.01354704305.45
11975,Persistent Symptoms in Patients After Acute COVID-19,Carfì,Angelo,ur.0764551272.50
11975,Persistent Symptoms in Patients After Acute COVID-19,Landi,Francesco,ur.01303775235.56
11953,Mass infection is not an option: we must do more to protect our young,Reicher,Stephen,ur.016551203565.33
11953,Mass infection is not an option: we must do more to protect our young,West,Robert,ur.01062131237.07
11953,Mass infection is not an option: we must do more to protect our young,Katzourakis,Aris,ur.0757514737.12
11953,Mass infection is not an option: we must do more to protect our young,Pagel,Christina,ur.0734746616.07
11953,Mass infection is not an option: we must do more to protect our young,Haque,Zubaida,ur.012726460435.25
11953,Mass infection is not an option: we must do more to protect our young,Ziauddeen,Hisham,ur.01371624753.15
11953,Mass infection is not an option: we must do more to protect our young,Yates,Christian,ur.0653042471.04
11953,Mass infection is not an option: we must do more to protect our young,Michie,Susan,ur.01067023110.81
11953,Mass infection is not an option: we must do more to protect our young,Hyde,Zoë,ur.01250055705.84
11953,Mass infection is not an option: we must do more to protect our young,Gurdasani,Deepti,ur.01342153057.51
11953,Mass infection is not an option: we must do more to protect our young,Griffin,Stephen,ur.01104606706.02
11953,Mass infection is not an option: we must do more to protect our young,Greenhalgh,Trisha,ur.0734302623.84
11953,Mass infection is not an option: we must do more to protect our young,Roberts,Alice,
11953,Mass infection is not an option: we must do more to protect our young,McKee,Martin,ur.01367673420.84
11953,Mass infection is not an option: we must do more to protect our young,Drury,John,ur.07453117513.98
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Assagra,Washington Luiz,
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Proença,Fernando Carlos,ur.016046413366.69
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Lobo,Raysildo B.,ur.0730356724.74
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Hibberd,Jennifer A.,ur.010542422303.49
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Assagra,Washington Luiz O.,
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Proença,Fernando Carlos,ur.012022371770.41
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Cadegiani,Flavio A.,ur.011314721135.77
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Kory,Pierre,ur.01263214251.87
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Chamie-Quintero,Juan J.,
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Lobo,Raysildo,
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Baldi,Fernando,ur.0662707420.57
11933,"Ivermectin Prophylaxis Used for COVID-19: A Citywide, Prospective, Observational Study of 223,128 Subjects Using Propensity Score Matching",Kerr,Lucy,ur.012263130766.55
11779,"SARS-CoV-2-specific T cell immunity in cases of COVID-19 and SARS, and uninfected controls",Kalimuddin,Shirin,ur.0633106776.32
11779,"SARS-CoV-2-specific T cell immunity in cases of COVID-19 and SARS, and uninfected controls",Bertoletti,Antonio,ur.01214412542.39
11779,"SARS-CoV-2-specific T cell immunity in cases of COVID-19 and SARS, and uninfected controls",Low,Jenny Guek-Hong,ur.014006317762.66
11779,"SARS-CoV-2-specific T cell immunity in cases of COVID-19 and SARS, and uninfected controls",Chia,Adeline,ur.01053275626.05
11779,"SARS-CoV-2-specific T cell immunity in cases of COVID-19 and SARS, and uninfected controls",Chen,Mark I-Cheng,ur.0634357115.84
